time;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____3_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____3_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____3_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____3_SM_generator_running;_LOAD___3_EC_load_PPu;_LOAD___3_EC_load_QPu;_LOAD___4_EC_load_PPu;_LOAD___4_EC_load_QPu;_LOAD___9_EC_load_PPu;_LOAD___9_EC_load_QPu;_LOAD__10_EC_load_PPu;_LOAD__10_EC_load_QPu;_LOAD__11_EC_load_PPu;_LOAD__11_EC_load_QPu;
800.000000;0.974954;0.929389;0.978946;1.022651;0.968408;0.959462;0.954063;0.939253;1.005642;1.005642;180.426803;6.415276;15.078439;25.409387;1.000000;0.893398;0.173944;0.417170;-0.031084;0.259092;0.133709;0.078504;0.046186;0.030018;0.013936;
800.001177;0.975013;0.929465;0.978999;1.022675;0.968465;0.959519;0.954119;0.939309;1.005631;1.005636;180.401624;6.453139;15.078853;25.393763;1.000000;0.893479;0.173971;0.417221;-0.031091;0.259115;0.133729;0.078510;0.046192;0.030020;0.013938;
800.002354;0.975071;0.929540;0.979052;1.022699;0.968522;0.959575;0.954175;0.939364;1.005619;1.005631;180.376244;6.490947;15.079102;25.378314;1.000000;0.893559;0.173996;0.417272;-0.031097;0.259138;0.133748;0.078517;0.046199;0.030023;0.013940;
800.003531;0.975127;0.929615;0.979104;1.022723;0.968577;0.959630;0.954230;0.939418;1.005608;1.005625;180.350663;6.528702;15.079189;25.363035;1.000000;0.893637;0.174022;0.417322;-0.031103;0.259160;0.133768;0.078524;0.046206;0.030026;0.013942;
800.005885;0.975239;0.929762;0.979206;1.022770;0.968687;0.959739;0.954338;0.939525;1.005585;1.005614;180.299056;6.604098;15.079010;25.332862;1.000000;0.893789;0.174071;0.417421;-0.031115;0.259204;0.133806;0.078537;0.046219;0.030031;0.013946;
800.008239;0.975346;0.929906;0.979307;1.022816;0.968795;0.959845;0.954444;0.939630;1.005562;1.005603;180.246734;6.679325;15.078266;25.303283;1.000000;0.893937;0.174119;0.417518;-0.031127;0.259247;0.133843;0.078551;0.046232;0.030036;0.013949;
800.010593;0.975449;0.930047;0.979405;1.022861;0.968900;0.959949;0.954547;0.939732;1.005540;1.005591;180.193649;6.754393;15.076925;25.274322;1.000000;0.894079;0.174165;0.417613;-0.031139;0.259289;0.133879;0.078563;0.046244;0.030041;0.013953;
800.015301;0.975644;0.930320;0.979594;1.022947;0.969103;0.960150;0.954747;0.939930;1.005494;1.005568;180.085218;6.904160;15.072532;25.218131;1.000000;0.894347;0.174252;0.417797;-0.031162;0.259371;0.133949;0.078588;0.046268;0.030050;0.013961;
800.020009;0.975824;0.930581;0.979776;1.023029;0.969298;0.960343;0.954939;0.940120;1.005449;1.005544;179.973844;7.053537;15.065962;25.164116;1.000000;0.894595;0.174333;0.417973;-0.031184;0.259449;0.134017;0.078612;0.046292;0.030059;0.013968;
800.024716;0.975991;0.930831;0.979950;1.023107;0.969485;0.960528;0.955123;0.940302;1.005403;1.005520;179.859621;7.202666;15.057358;25.112095;1.000000;0.894824;0.174407;0.418141;-0.031205;0.259524;0.134081;0.078634;0.046314;0.030068;0.013974;
800.029424;0.976146;0.931072;0.980117;1.023181;0.969664;0.960706;0.955299;0.940476;1.005358;1.005495;179.742644;7.351676;15.046859;25.061895;1.000000;0.895037;0.174477;0.418304;-0.031225;0.259596;0.134143;0.078656;0.046335;0.030076;0.013981;
800.034132;0.976289;0.931304;0.980277;1.023252;0.969837;0.960877;0.955469;0.940644;1.005313;1.005470;179.623005;7.500686;15.034599;25.013354;1.000000;0.895234;0.174540;0.418460;-0.031245;0.259666;0.134203;0.078677;0.046356;0.030084;0.013987;
800.038840;0.976421;0.931528;0.980432;1.023320;0.970004;0.961042;0.955633;0.940807;1.005267;1.005444;179.500800;7.649799;15.020704;24.966323;1.000000;0.895416;0.174600;0.418611;-0.031263;0.259733;0.134261;0.078697;0.046376;0.030092;0.013993;
800.043548;0.976544;0.931744;0.980581;1.023384;0.970164;0.961201;0.955791;0.940963;1.005222;1.005418;179.376121;7.799109;15.005293;24.920663;1.000000;0.895584;0.174654;0.418757;-0.031282;0.259797;0.134316;0.078717;0.046395;0.030099;0.013999;
800.048256;0.976658;0.931954;0.980726;1.023446;0.970320;0.961355;0.955944;0.941114;1.005177;1.005391;179.249057;7.948694;14.988478;24.876249;1.000000;0.895741;0.174705;0.418898;-0.031299;0.259860;0.134370;0.078736;0.046414;0.030107;0.014004;
800.052964;0.976763;0.932157;0.980865;1.023505;0.970470;0.961504;0.956093;0.941261;1.005132;1.005363;179.119699;8.098624;14.970365;24.832966;1.000000;0.895885;0.174752;0.419035;-0.031316;0.259920;0.134422;0.078754;0.046432;0.030114;0.014010;
800.057672;0.976860;0.932355;0.981001;1.023562;0.970616;0.961648;0.956237;0.941403;1.005086;1.005335;178.988136;8.248955;14.951053;24.790709;1.000000;0.896020;0.174796;0.419168;-0.031333;0.259979;0.134473;0.078772;0.046449;0.030120;0.014015;
800.062380;0.976951;0.932547;0.981132;1.023616;0.970759;0.961789;0.956376;0.941542;1.005041;1.005307;178.854457;8.399736;14.930635;24.749380;1.000000;0.896144;0.174836;0.419298;-0.031349;0.260036;0.134522;0.078789;0.046466;0.030127;0.014020;
800.067087;0.977034;0.932734;0.981260;1.023668;0.970897;0.961926;0.956512;0.941676;1.004996;1.005278;178.718749;8.551003;14.909201;24.708894;1.000000;0.896259;0.174874;0.419424;-0.031365;0.260091;0.134570;0.078806;0.046483;0.030133;0.014025;
800.071795;0.977112;0.932917;0.981385;1.023718;0.971032;0.962059;0.956645;0.941808;1.004951;1.005249;178.581099;8.702787;14.886835;24.669170;1.000000;0.896366;0.174909;0.419548;-0.031380;0.260146;0.134617;0.078822;0.046499;0.030140;0.014030;
800.081211;0.977252;0.933272;0.981625;1.023813;0.971292;0.962317;0.956902;0.942061;1.004861;1.005188;178.300459;9.007980;14.839719;24.591639;1.000000;0.896559;0.174971;0.419787;-0.031410;0.260250;0.134707;0.078854;0.046530;0.030152;0.014039;
800.089685;0.977362;0.933580;0.981832;1.023893;0.971517;0.962540;0.957123;0.942280;1.004780;1.005132;178.042128;9.284520;14.794866;24.523831;1.000000;0.896710;0.175020;0.419995;-0.031436;0.260341;0.134785;0.078882;0.046557;0.030162;0.014048;
800.098159;0.977458;0.933877;0.982031;1.023967;0.971734;0.962755;0.957337;0.942492;1.004699;1.005074;177.778900;9.562792;14.748108;24.457569;1.000000;0.896843;0.175064;0.420196;-0.031461;0.260428;0.134860;0.078908;0.046583;0.030172;0.014055;
800.106634;0.977543;0.934167;0.982224;1.024037;0.971944;0.962963;0.957544;0.942696;1.004618;1.005014;177.511262;9.842709;14.699775;24.392624;1.000000;0.896960;0.175102;0.420391;-0.031485;0.260512;0.134933;0.078934;0.046608;0.030182;0.014063;
800.115108;0.977618;0.934449;0.982411;1.024103;0.972148;0.963165;0.957744;0.942895;1.004538;1.004953;177.239727;10.124123;14.650185;24.328797;1.000000;0.897063;0.175135;0.420582;-0.031509;0.260594;0.135004;0.078958;0.046632;0.030192;0.014070;
800.123582;0.977685;0.934725;0.982592;1.024165;0.972347;0.963361;0.957940;0.943088;1.004457;1.004890;176.964812;10.406837;14.599631;24.265928;1.000000;0.897155;0.175165;0.420768;-0.031532;0.260674;0.135073;0.078983;0.046656;0.030201;0.014078;
800.132056;0.977744;0.934996;0.982768;1.024223;0.972540;0.963553;0.958130;0.943276;1.004377;1.004825;176.687042;10.690608;14.548385;24.203892;1.000000;0.897236;0.175192;0.420951;-0.031555;0.260752;0.135140;0.079006;0.046679;0.030210;0.014085;
800.140530;0.977797;0.935261;0.982940;1.024278;0.972729;0.963739;0.958316;0.943460;1.004296;1.004759;176.406944;10.975152;14.496693;24.142593;1.000000;0.897309;0.175215;0.421130;-0.031577;0.260828;0.135206;0.079029;0.046702;0.030219;0.014091;
800.149005;0.977845;0.935521;0.983107;1.024329;0.972913;0.963922;0.958497;0.943639;1.004216;1.004690;176.125048;11.260148;14.444787;24.081962;1.000000;0.897375;0.175237;0.421305;-0.031599;0.260902;0.135270;0.079051;0.046724;0.030227;0.014098;
800.157479;0.977888;0.935776;0.983271;1.024378;0.973093;0.964100;0.958674;0.943815;1.004136;1.004620;175.841890;11.545245;14.392877;24.021952;1.000000;0.897434;0.175256;0.421478;-0.031621;0.260974;0.135332;0.079073;0.046746;0.030236;0.014105;
800.165953;0.977927;0.936028;0.983430;1.024423;0.973269;0.964274;0.958847;0.943986;1.004056;1.004549;175.558007;11.830064;14.341160;23.962534;1.000000;0.897488;0.175274;0.421648;-0.031642;0.261045;0.135393;0.079095;0.046767;0.030244;0.014111;
800.174427;0.977963;0.936275;0.983585;1.024465;0.973441;0.964445;0.959017;0.944154;1.003977;1.004475;175.273938;12.114203;14.289815;23.903696;1.000000;0.897537;0.175290;0.421815;-0.031663;0.261114;0.135453;0.079116;0.046787;0.030252;0.014117;
800.182901;0.977996;0.936517;0.983736;1.024505;0.973609;0.964611;0.959182;0.944317;1.003897;1.004400;174.990224;12.397242;14.239012;23.845441;1.000000;0.897582;0.175304;0.421979;-0.031684;0.261182;0.135512;0.079136;0.046808;0.030260;0.014123;
800.191376;0.978026;0.936756;0.983884;1.024541;0.973774;0.964774;0.959344;0.944477;1.003817;1.004323;174.707405;12.678742;14.188905;23.787780;1.000000;0.897624;0.175318;0.422140;-0.031704;0.261248;0.135569;0.079156;0.046827;0.030267;0.014129;
800.199850;0.978054;0.936990;0.984028;1.024574;0.973934;0.964932;0.959502;0.944633;1.003738;1.004244;174.426021;12.958252;14.139638;23.730737;1.000000;0.897663;0.175330;0.422298;-0.031724;0.261313;0.135625;0.079176;0.046847;0.030275;0.014135;
800.208324;0.978080;0.937220;0.984167;1.024605;0.974090;0.965087;0.959655;0.944785;1.003659;1.004163;174.146612;13.235311;14.091344;23.674342;1.000000;0.897699;0.175342;0.422453;-0.031743;0.261375;0.135679;0.079195;0.046865;0.030282;0.014141;
800.216798;0.978105;0.937445;0.984303;1.024633;0.974242;0.965237;0.959805;0.944933;1.003579;1.004081;173.869711;13.509451;14.044146;23.618629;1.000000;0.897732;0.175353;0.422606;-0.031762;0.261437;0.135732;0.079213;0.046884;0.030289;0.014146;
800.225272;0.978128;0.937665;0.984434;1.024658;0.974389;0.965383;0.959950;0.945077;1.003500;1.003997;173.595852;13.780198;13.998157;23.563640;1.000000;0.897764;0.175363;0.422754;-0.031781;0.261496;0.135783;0.079231;0.046901;0.030296;0.014152;
800.233747;0.978150;0.937880;0.984561;1.024679;0.974532;0.965525;0.960091;0.945216;1.003421;1.003912;173.325559;14.047075;13.953483;23.509419;1.000000;0.897794;0.175373;0.422900;-0.031799;0.261554;0.135833;0.079249;0.046919;0.030303;0.014157;
800.242221;0.978170;0.938090;0.984684;1.024698;0.974671;0.965662;0.960227;0.945351;1.003343;1.003824;173.059354;14.309606;13.910220;23.456014;1.000000;0.897823;0.175382;0.423042;-0.031817;0.261609;0.135882;0.079266;0.046935;0.030309;0.014162;
800.250695;0.978190;0.938294;0.984802;1.024714;0.974805;0.965795;0.960359;0.945481;1.003264;1.003736;172.797749;14.567317;13.868455;23.403474;1.000000;0.897850;0.175391;0.423180;-0.031834;0.261663;0.135928;0.079282;0.046951;0.030315;0.014167;
800.259169;0.978209;0.938493;0.984915;1.024727;0.974934;0.965922;0.960486;0.945607;1.003185;1.003645;172.541248;14.819735;13.828270;23.351847;1.000000;0.897875;0.175400;0.423314;-0.031851;0.261715;0.135973;0.079298;0.046967;0.030321;0.014171;
800.267643;0.978226;0.938685;0.985024;1.024737;0.975058;0.966045;0.960608;0.945727;1.003107;1.003553;172.290345;15.066397;13.789739;23.301185;1.000000;0.897900;0.175408;0.423445;-0.031867;0.261765;0.136016;0.079313;0.046982;0.030327;0.014176;
800.276118;0.978243;0.938871;0.985127;1.024744;0.975176;0.966162;0.960724;0.945843;1.003028;1.003460;172.045523;15.306842;13.752926;23.251539;1.000000;0.897923;0.175415;0.423571;-0.031883;0.261813;0.136058;0.079327;0.046996;0.030333;0.014180;
800.284592;0.978260;0.939051;0.985226;1.024748;0.975289;0.966274;0.960836;0.945953;1.002950;1.003365;171.807253;15.540623;13.717894;23.202957;1.000000;0.897946;0.175423;0.423692;-0.031898;0.261858;0.136097;0.079341;0.047010;0.030338;0.014184;
800.293066;0.978275;0.939223;0.985319;1.024749;0.975397;0.966381;0.960942;0.946058;1.002872;1.003269;171.575992;15.767300;13.684695;23.155490;1.000000;0.897967;0.175430;0.423809;-0.031913;0.261902;0.136135;0.079354;0.047023;0.030343;0.014188;
800.310014;0.978304;0.939547;0.985489;1.024742;0.975595;0.966577;0.961136;0.946250;1.002716;1.003072;171.136764;16.197168;13.624073;23.064168;1.000000;0.898007;0.175443;0.424028;-0.031941;0.261981;0.136204;0.079378;0.047046;0.030352;0.014195;
800.325268;0.978328;0.939812;0.985622;1.024725;0.975752;0.966733;0.961292;0.946404;1.002576;1.002891;170.769669;16.555655;13.576197;22.986247;1.000000;0.898040;0.175453;0.424208;-0.031963;0.262045;0.136259;0.079398;0.047065;0.030360;0.014201;
800.340522;0.978350;0.940051;0.985737;1.024698;0.975890;0.966869;0.961427;0.946538;1.002436;1.002706;170.431712;16.884896;13.534848;22.912643;1.000000;0.898070;0.175463;0.424370;-0.031983;0.262100;0.136307;0.079414;0.047082;0.030366;0.014206;
800.355775;0.978369;0.940264;0.985833;1.024660;0.976007;0.966984;0.961542;0.946651;1.002296;1.002517;170.124830;17.183013;13.500135;22.843563;1.000000;0.898097;0.175472;0.424513;-0.032001;0.262147;0.136347;0.079429;0.047096;0.030371;0.014210;
800.371029;0.978387;0.940448;0.985908;1.024614;0.976102;0.967079;0.961636;0.946744;1.002157;1.002325;169.850827;17.448241;13.472143;22.779205;1.000000;0.898121;0.175480;0.424638;-0.032017;0.262186;0.136381;0.079440;0.047108;0.030376;0.014214;
800.386282;0.978402;0.940603;0.985964;1.024557;0.976176;0.967152;0.961708;0.946816;1.002017;1.002131;169.611287;17.679028;13.450923;22.719747;1.000000;0.898141;0.175486;0.424743;-0.032030;0.262216;0.136407;0.079449;0.047116;0.030379;0.014216;
800.401536;0.978415;0.940728;0.985999;1.024491;0.976227;0.967203;0.961759;0.946866;1.001878;1.001934;169.407566;17.874047;13.436494;22.665348;1.000000;0.898159;0.175492;0.424828;-0.032041;0.262236;0.136425;0.079455;0.047123;0.030382;0.014218;
800.416789;0.978425;0.940824;0.986014;1.024415;0.976257;0.967232;0.961788;0.946895;1.001739;1.001735;169.240770;18.032215;13.428848;22.616143;1.000000;0.898173;0.175497;0.424892;-0.032049;0.262248;0.136435;0.079459;0.047126;0.030383;0.014219;
800.432043;0.978433;0.940888;0.986008;1.024330;0.976264;0.967239;0.961795;0.946902;1.001601;1.001534;169.111751;18.152699;13.427954;22.572249;1.000000;0.898184;0.175500;0.424936;-0.032055;0.262251;0.136437;0.079460;0.047127;0.030383;0.014220;
800.447297;0.978438;0.940921;0.985981;1.024236;0.976248;0.967223;0.961780;0.946887;1.001462;1.001333;169.021095;18.234925;13.433761;22.533760;1.000000;0.898192;0.175503;0.424959;-0.032057;0.262245;0.136432;0.079458;0.047125;0.030383;0.014219;
800.462550;0.978441;0.940923;0.985934;1.024134;0.976210;0.967186;0.961742;0.946850;1.001323;1.001130;168.969124;18.278583;13.446197;22.500752;1.000000;0.898196;0.175504;0.424960;-0.032058;0.262229;0.136419;0.079453;0.047121;0.030381;0.014218;
800.477804;0.978441;0.940894;0.985866;1.024022;0.976150;0.967126;0.961683;0.946791;1.001184;1.000928;168.955892;18.283627;13.465176;22.473279;1.000000;0.898196;0.175504;0.424940;-0.032055;0.262205;0.136398;0.079446;0.047113;0.030378;0.014215;
800.493057;0.978439;0.940834;0.985779;1.023903;0.976068;0.967045;0.961602;0.946711;1.001046;1.000725;168.981182;18.250276;13.490597;22.451375;1.000000;0.898192;0.175503;0.424900;-0.032050;0.262172;0.136369;0.079436;0.047103;0.030374;0.014212;
800.508311;0.978434;0.940744;0.985671;1.023776;0.975964;0.966942;0.961499;0.946610;1.000907;1.000523;169.044517;18.179012;13.522342;22.435053;1.000000;0.898185;0.175501;0.424838;-0.032042;0.262130;0.136332;0.079423;0.047091;0.030369;0.014209;
800.523564;0.978426;0.940623;0.985544;1.023642;0.975838;0.966818;0.961376;0.946488;1.000768;1.000322;169.145155;18.070574;13.560280;22.424305;1.000000;0.898174;0.175497;0.424757;-0.032032;0.262080;0.136289;0.079408;0.047076;0.030364;0.014204;
800.538818;0.978415;0.940473;0.985398;1.023500;0.975692;0.966673;0.961232;0.946345;1.000629;1.000122;169.282104;17.925953;13.604264;22.419099;1.000000;0.898159;0.175492;0.424655;-0.032019;0.262021;0.136238;0.079390;0.047058;0.030357;0.014199;
800.554071;0.978401;0.940295;0.985234;1.023351;0.975526;0.966509;0.961069;0.946184;1.000490;0.999924;169.454123;17.746381;13.654130;22.419381;1.000000;0.898141;0.175486;0.424535;-0.032004;0.261954;0.136180;0.079370;0.047038;0.030349;0.014193;
800.569325;0.978385;0.940090;0.985053;1.023196;0.975341;0.966325;0.960887;0.946003;1.000350;0.999728;169.659740;17.533327;13.709694;22.425071;1.000000;0.898118;0.175479;0.424396;-0.031987;0.261879;0.136115;0.079347;0.047016;0.030340;0.014186;
800.584579;0.978366;0.939858;0.984854;1.023036;0.975137;0.966123;0.960686;0.945805;1.000211;0.999535;169.897259;17.288478;13.770752;22.436063;1.000000;0.898092;0.175470;0.424239;-0.031967;0.261797;0.136044;0.079322;0.046991;0.030331;0.014179;
800.599832;0.978345;0.939602;0.984640;1.022869;0.974915;0.965904;0.960468;0.945589;1.000071;0.999344;170.164774;17.013729;13.837077;22.452222;1.000000;0.898063;0.175461;0.424065;-0.031945;0.261708;0.135967;0.079295;0.046965;0.030321;0.014171;
800.615086;0.978321;0.939322;0.984411;1.022698;0.974677;0.965668;0.960234;0.945357;0.999931;0.999157;170.460185;16.711171;13.908415;22.473385;1.000000;0.898030;0.175450;0.423875;-0.031921;0.261612;0.135884;0.079266;0.046936;0.030310;0.014162;
800.630339;0.978294;0.939020;0.984167;1.022522;0.974424;0.965418;0.959984;0.945111;0.999791;0.998973;170.781216;16.383068;13.984486;22.499358;1.000000;0.897993;0.175438;0.423671;-0.031896;0.261510;0.135796;0.079236;0.046906;0.030298;0.014153;
800.645593;0.978265;0.938698;0.983911;1.022342;0.974156;0.965153;0.959721;0.944850;0.999650;0.998793;171.125431;16.031848;14.064976;22.529914;1.000000;0.897953;0.175425;0.423454;-0.031868;0.261402;0.135702;0.079203;0.046873;0.030285;0.014143;
800.660846;0.978234;0.938358;0.983643;1.022159;0.973876;0.964875;0.959445;0.944577;0.999509;0.998616;171.490252;15.660076;14.149541;22.564794;1.000000;0.897910;0.175411;0.423224;-0.031840;0.261289;0.135605;0.079169;0.046840;0.030272;0.014133;
800.676100;0.978200;0.938002;0.983365;1.021973;0.973584;0.964586;0.959157;0.944293;0.999368;0.998444;171.872978;15.270442;14.237803;22.603705;1.000000;0.897864;0.175396;0.422983;-0.031809;0.261172;0.135503;0.079133;0.046805;0.030259;0.014122;
800.691353;0.978165;0.937633;0.983078;1.021784;0.973282;0.964287;0.958860;0.943999;0.999227;0.998277;172.270810;14.865739;14.329348;22.646320;1.000000;0.897815;0.175380;0.422733;-0.031778;0.261051;0.135398;0.079096;0.046768;0.030245;0.014111;
800.706607;0.978128;0.937251;0.982783;1.021594;0.972972;0.963980;0.958555;0.943697;0.999085;0.998114;172.680866;14.448841;14.423726;22.692280;1.000000;0.897764;0.175363;0.422475;-0.031746;0.260926;0.135290;0.079059;0.046731;0.030230;0.014100;
800.721861;0.978089;0.936860;0.982482;1.021403;0.972655;0.963666;0.958243;0.943388;0.998942;0.997955;173.100202;14.022682;14.520455;22.741193;1.000000;0.897710;0.175346;0.422211;-0.031713;0.260798;0.135180;0.079020;0.046693;0.030215;0.014089;
800.737114;0.978049;0.936463;0.982177;1.021212;0.972333;0.963348;0.957926;0.943075;0.998800;0.997802;173.525839;13.590239;14.619015;22.792635;1.000000;0.897655;0.175328;0.421942;-0.031679;0.260669;0.135068;0.078981;0.046655;0.030200;0.014077;
800.752368;0.978007;0.936060;0.981869;1.021022;0.972009;0.963027;0.957607;0.942759;0.998657;0.997653;173.954778;13.154506;14.718856;22.846154;1.000000;0.897598;0.175309;0.421670;-0.031645;0.260538;0.134956;0.078941;0.046616;0.030185;0.014065;
800.767621;0.977965;0.935656;0.981560;1.020832;0.971683;0.962704;0.957286;0.942442;0.998513;0.997509;174.384024;12.718478;14.819400;22.901271;1.000000;0.897540;0.175291;0.421397;-0.031611;0.260407;0.134843;0.078902;0.046577;0.030170;0.014054;
800.782875;0.977922;0.935253;0.981252;1.020645;0.971358;0.962382;0.956966;0.942125;0.998370;0.997369;174.810605;12.285126;14.920042;22.957485;1.000000;0.897481;0.175271;0.421125;-0.031577;0.260277;0.134730;0.078862;0.046538;0.030155;0.014042;
800.798128;0.977879;0.934853;0.980947;1.020460;0.971035;0.962063;0.956648;0.941811;0.998226;0.997235;175.231594;11.857380;15.020157;23.014274;1.000000;0.897421;0.175252;0.420854;-0.031543;0.260147;0.134618;0.078823;0.046499;0.030140;0.014030;
800.813382;0.977835;0.934459;0.980646;1.020279;0.970717;0.961748;0.956336;0.941501;0.998081;0.997105;175.644126;11.438107;15.119102;23.071101;1.000000;0.897361;0.175232;0.420588;-0.031510;0.260019;0.134508;0.078784;0.046461;0.030125;0.014019;
800.828636;0.977792;0.934073;0.980351;1.020102;0.970406;0.961440;0.956029;0.941198;0.997936;0.996980;176.045420;11.030097;15.216227;23.127418;1.000000;0.897302;0.175213;0.420328;-0.031477;0.259894;0.134400;0.078746;0.046424;0.030111;0.014007;
800.843889;0.977749;0.933699;0.980064;1.019930;0.970103;0.961140;0.955731;0.940903;0.997791;0.996859;176.432791;10.636037;15.310878;23.182674;1.000000;0.897243;0.175194;0.420075;-0.031446;0.259773;0.134295;0.078710;0.046388;0.030097;0.013997;
800.859143;0.977707;0.933337;0.979787;1.019765;0.969811;0.960851;0.955443;0.940619;0.997646;0.996742;176.803674;10.258502;15.402404;23.236314;1.000000;0.897185;0.175175;0.419831;-0.031415;0.259655;0.134194;0.078674;0.046353;0.030083;0.013986;
800.874396;0.977666;0.932992;0.979522;1.019605;0.969531;0.960573;0.955168;0.940346;0.997500;0.996630;177.155634;9.899935;15.490164;23.287793;1.000000;0.897128;0.175156;0.419598;-0.031386;0.259543;0.134097;0.078640;0.046319;0.030070;0.013976;
800.889650;0.977626;0.932665;0.979269;1.019453;0.969264;0.960310;0.954906;0.940087;0.997354;0.996521;177.486385;9.562630;15.573538;23.336573;1.000000;0.897073;0.175139;0.419378;-0.031359;0.259436;0.134005;0.078608;0.046288;0.030058;0.013966;
800.904903;0.977588;0.932358;0.979032;1.019309;0.969014;0.960062;0.954659;0.939843;0.997207;0.996416;177.793797;9.248724;15.651930;23.382137;1.000000;0.897021;0.175121;0.419171;-0.031333;0.259335;0.133919;0.078577;0.046258;0.030046;0.013957;
800.920157;0.977551;0.932074;0.978810;1.019173;0.968781;0.959831;0.954430;0.939616;0.997061;0.996315;178.075917;8.960180;15.724781;23.423989;1.000000;0.896970;0.175105;0.418979;-0.031309;0.259242;0.133838;0.078549;0.046230;0.030035;0.013949;
800.935410;0.977517;0.931813;0.978606;1.019046;0.968566;0.959619;0.954218;0.939407;0.996914;0.996216;178.330971;8.698777;15.791569;23.461662;1.000000;0.896923;0.175090;0.418804;-0.031287;0.259156;0.133764;0.078523;0.046204;0.030025;0.013941;
800.950664;0.977485;0.931579;0.978420;1.018928;0.968372;0.959426;0.954027;0.939218;0.996766;0.996120;178.557380;8.466101;15.851823;23.494723;1.000000;0.896879;0.175075;0.418645;-0.031268;0.259078;0.133697;0.078499;0.046181;0.030016;0.013934;
800.965918;0.977455;0.931372;0.978254;1.018820;0.968198;0.959254;0.953856;0.939049;0.996619;0.996027;178.753764;8.263536;15.905125;23.522779;1.000000;0.896838;0.175062;0.418506;-0.031250;0.259008;0.133637;0.078478;0.046161;0.030008;0.013928;
800.981171;0.977428;0.931193;0.978109;1.018722;0.968047;0.959104;0.953707;0.938901;0.996472;0.995936;178.918953;8.092255;15.951119;23.545480;1.000000;0.896801;0.175050;0.418385;-0.031235;0.258947;0.133585;0.078460;0.046143;0.030001;0.013923;
800.996425;0.977404;0.931044;0.977985;1.018634;0.967918;0.958977;0.953581;0.938776;0.996324;0.995846;179.051986;7.953216;15.989513;23.562522;1.000000;0.896768;0.175039;0.418285;-0.031223;0.258895;0.133540;0.078444;0.046127;0.029995;0.013918;
801.011678;0.977383;0.930925;0.977883;1.018557;0.967813;0.958873;0.953477;0.938674;0.996176;0.995758;179.152124;7.847158;16.020084;23.573655;1.000000;0.896739;0.175030;0.418205;-0.031213;0.258853;0.133504;0.078431;0.046115;0.029990;0.013914;
801.026932;0.977365;0.930837;0.977803;1.018490;0.967732;0.958792;0.953397;0.938594;0.996028;0.995670;179.218845;7.774597;16.042682;23.578680;1.000000;0.896714;0.175022;0.418145;-0.031205;0.258821;0.133476;0.078421;0.046105;0.029986;0.013911;
801.042185;0.977350;0.930780;0.977745;1.018433;0.967674;0.958735;0.953340;0.938538;0.995880;0.995584;179.251850;7.735824;16.057233;23.577454;1.000000;0.896693;0.175015;0.418107;-0.031201;0.258798;0.133456;0.078414;0.046098;0.029984;0.013909;
801.057439;0.977338;0.930755;0.977709;1.018387;0.967641;0.958702;0.953307;0.938506;0.995732;0.995497;179.251063;7.730904;16.063737;23.569894;1.000000;0.896676;0.175010;0.418090;-0.031199;0.258784;0.133444;0.078410;0.046094;0.029982;0.013908;
801.072692;0.977329;0.930761;0.977696;1.018350;0.967631;0.958693;0.953298;0.938496;0.995584;0.995411;179.216627;7.759678;16.062270;23.555970;1.000000;0.896664;0.175006;0.418094;-0.031199;0.258780;0.133441;0.078409;0.046093;0.029982;0.013908;
801.087946;0.977323;0.930797;0.977704;1.018323;0.967644;0.958706;0.953311;0.938510;0.995437;0.995323;179.148907;7.821766;16.052983;23.535714;1.000000;0.896656;0.175003;0.418118;-0.031202;0.258786;0.133446;0.078411;0.046095;0.029982;0.013908;
801.103200;0.977320;0.930863;0.977733;1.018304;0.967681;0.958742;0.953347;0.938545;0.995289;0.995235;179.048481;7.916567;16.036099;23.509211;1.000000;0.896653;0.175002;0.418163;-0.031208;0.258800;0.133458;0.078415;0.046099;0.029984;0.013909;
801.118453;0.977320;0.930958;0.977782;1.018295;0.967739;0.958799;0.953404;0.938601;0.995141;0.995146;178.916142;8.043271;16.011911;23.476602;1.000000;0.896653;0.175002;0.418227;-0.031216;0.258823;0.133478;0.078422;0.046106;0.029987;0.013912;
801.133707;0.977323;0.931081;0.977851;1.018293;0.967818;0.958878;0.953482;0.938678;0.994993;0.995055;178.752884;8.200854;15.980775;23.438081;1.000000;0.896657;0.175003;0.418310;-0.031226;0.258855;0.133505;0.078432;0.046115;0.029990;0.013914;
801.148960;0.977329;0.931231;0.977938;1.018298;0.967916;0.958975;0.953579;0.938774;0.994845;0.994963;178.559902;8.388097;15.943108;23.393890;1.000000;0.896665;0.175006;0.418410;-0.031238;0.258895;0.133539;0.078444;0.046127;0.029995;0.013918;
